# Athena++ data at time=2.406168e-01  cycle=168  variables=prim 
# i       x1v         rho          press          vel      
0002 -4.98047e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0003 -4.94141e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0004 -4.90234e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0005 -4.86328e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0006 -4.82422e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0007 -4.78516e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0008 -4.74609e-01  1.00000e+00  1.00000e+00  8.09944e-17  0.00000e+00  0.00000e+00
0009 -4.70703e-01  1.00000e+00  1.00000e+00  8.09937e-17  0.00000e+00  0.00000e+00
0010 -4.66797e-01  1.00000e+00  1.00000e+00 -9.71948e-22  0.00000e+00  0.00000e+00
0011 -4.62891e-01  1.00000e+00  1.00000e+00 -5.92023e-22  0.00000e+00  0.00000e+00
0012 -4.58984e-01  1.00000e+00  1.00000e+00 -9.71894e-22  0.00000e+00  0.00000e+00
0013 -4.55078e-01  1.00000e+00  1.00000e+00 -9.02344e-22  0.00000e+00  0.00000e+00
0014 -4.51172e-01  1.00000e+00  1.00000e+00 -7.38175e-22  0.00000e+00  0.00000e+00
0015 -4.47266e-01  1.00000e+00  1.00000e+00 -1.05003e-21  0.00000e+00  0.00000e+00
0016 -4.43359e-01  1.00000e+00  1.00000e+00 -7.64811e-22  0.00000e+00  0.00000e+00
0017 -4.39453e-01  1.00000e+00  1.00000e+00 -8.04912e-22  0.00000e+00  0.00000e+00
0018 -4.35547e-01  1.00000e+00  1.00000e+00 -1.07661e-21  0.00000e+00  0.00000e+00
0019 -4.31641e-01  1.00000e+00  1.00000e+00 -6.60056e-22  0.00000e+00  0.00000e+00
0020 -4.27734e-01  1.00000e+00  1.00000e+00 -8.85299e-22  0.00000e+00  0.00000e+00
0021 -4.23828e-01  1.00000e+00  1.00000e+00 -1.11880e-21  0.00000e+00  0.00000e+00
0022 -4.19922e-01  1.00000e+00  1.00000e+00 -5.59077e-22  0.00000e+00  0.00000e+00
